CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CREDIT_SCORE,DEFAULT,CAT_GAMBLING_Low,CAT_GAMBLING_No,CAT_DEBT_1,CAT_CREDIT_CARD_1,CAT_MORTGAGE_1,CAT_SAVINGS_ACCOUNT_1,CAT_DEPENDENTS_1,DTI,STI,CUR,TOTAL_SPENDING,GAMBLING_PERCENTAGE,IS_HIGH_DEBT,IS_LOW_SAVINGS,NEW_CREDIT_SCORE,LOAN_STATUS
CF8OPRTY0M,133592,85013,680103,0.6364,5.0909,8.0,12476,264,0.0212,0.0934,0.1468,0.0183,0,0,0.5017,0.0,0.0,0.0,25114,12885,0.5131,0.188,0.2954,0.0369,0,0,0.6918,0.0,0.0,0.0,8884,3678,0.414,0.0665,0.1045,0.0131,7326,3165,0.432,0.0548,0.0862,0.0108,682,210,0.3079,0.0051,0.008,0.001,23833,12061,0.5061,0.1784,0.2803,0.035,3451,1728,0.5007,0.0258,0.0406,0.0051,35515,5757,0.1621,0.2658,0.4178,0.0522,4166,2089,0.5014,0.0312,0.049,0.0061,121447,41837,0.3445,0.9091,1.4286,0.1786,610,0,False,False,True,False,False,True,False,0.13758972469192288,0.039498177773972236,0.7816706844110017,0.3413948735416844,0.2668310746529362,1.0,0.0,464.35,REJECTED
CFCUBLHAX7,42881,576948,31186,13.4546,0.7273,0.0541,1841,940,0.5106,0.0429,0.0032,0.059,0,0,0.5033,0.0,0.0,0.0,7088,3645,0.5142,0.1653,0.0123,0.2273,0,0,0.5807,0.0,0.0,0.0,0,0,0.5875,0.0,0.0,0.0,7990,3800,0.4756,0.1863,0.0138,0.2562,3790,827,0.2182,0.0884,0.0066,0.1215,14682,7431,0.5061,0.3424,0.0254,0.4708,320,160,0.5,0.0075,0.0006,0.0103,0,0,0.4135,0.0,0.0,0.0,3272,1640,0.5012,0.0763,0.0057,0.1049,38983,18443,0.4731,0.9091,0.0676,1.25,662,0,False,True,True,False,True,True,False,0.019655610281340063,0.8351104866007216,0.04948076677152034,0.10731499616792985,0.0,1.0,0.0,664.72,REJECTED
CFIOZ2UIHM,18253,0,56787,0.0,3.1111,0.0,1833,805,0.4392,0.1004,0.0,0.0323,0,0,0.4996,0.0,0.2024,0.0,5475,3446,0.6294,0.3,0.0957,0.0964,78,78,1.0,0.0043,0.0,0.0014,1569,781,0.4978,0.086,0.0519,0.0276,5020,2238,0.4458,0.275,0.6297,0.0884,1066,635,0.5957,0.0584,0.04,0.0188,4004,2026,0.506,0.2194,0.0,0.0705,0,0,0.5251,0.0,0.0067,0.0,0,0,0.5899,0.0,0.927,0.0,1236,623,0.504,0.0677,0.0808,0.0218,20281,10632,0.5242,1.1111,0.4438,0.3571,575,0,False,False,True,False,True,False,False,0.08408265856182999,0.0,0.7816707162078195,0.05422805075364047,0.2821942922014116,1.0,1.0,373.14,REJECTED
CFJ7THO06G,42440,360740,33952,8.5,0.8,0.0941,1011,226,0.2235,0.0238,0.0028,0.0298,0,0,0.5022,0.0,0.0,0.0,7749,5566,0.7183,0.1826,0.0215,0.2282,0,0,0.8439,0.0,0.0,0.0,0,0,0.5684,0.0,0.0,0.0,5454,2816,0.5163,0.1285,0.0151,0.1606,2525,1304,0.5164,0.0595,0.007,0.0744,9251,4682,0.5061,0.218,0.0256,0.2725,240,120,0.5,0.0057,0.0007,0.0071,14153,6728,0.4754,0.3335,0.0392,0.4169,2057,1029,0.5002,0.0485,0.0057,0.0606,42440,22471,0.5295,1.0,0.1176,1.25,603,0,False,True,True,False,False,True,False,0.021621297363538596,0.5275833672971691,0.08022699102537624,0.11712793437225015,0.0,1.0,0.0,634.91,REJECTED
CFJMD4DCSV,213426,533565,1191628,2.5,5.5833,2.2333,11748,662,0.0564,0.055,0.022,0.0099,0,0,0.503,0.0,0.0,0.0,25611,13231,0.5166,0.12,0.048,0.0215,474,474,1.0,0.0022,0.0009,0.0004,11187,4969,0.4442,0.0524,0.021,0.0094,26897,13398,0.4981,0.126,0.0504,0.0226,7184,716,0.0997,0.0337,0.0135,0.006,36408,18426,0.5061,0.1706,0.0682,0.0306,10311,4693,0.4551,0.0483,0.0193,0.0087,34526,9965,0.2886,0.1618,0.0647,0.029,13509,6773,0.5014,0.0633,0.0253,0.0113,177855,73307,0.4122,0.8333,0.3333,0.1493,600,1,False,False,True,True,True,True,False,0.15089857453355476,0.15517157861681447,0.6349155682952313,0.5015129580743138,0.22943633987265002,1.0,0.0,487.18,REJECTED
CFKMB98G8L,147249,187408,1392175,1.2727,9.4546,7.4286,7081,4378,0.6183,0.0481,0.0378,0.0051,0,0,0.5022,0.0,0.0,0.0,15249,7690,0.5043,0.1036,0.0814,0.011,0,0,0.9586,0.0,0.0,0.0,9222,4489,0.4868,0.0626,0.0492,0.0066,20095,12108,0.6025,0.1365,0.1072,0.0144,4288,1482,0.3456,0.0291,0.0229,0.0031,0,0,0.506,0.0,0.0,0.0,6071,3315,0.546,0.0412,0.0324,0.0044,63904,44793,0.7009,0.434,0.341,0.0459,7953,3997,0.5026,0.054,0.0424,0.0057,133863,82252,0.6144,0.9091,0.7143,0.0962,543,0,False,False,True,False,False,True,False,0.2555249072751287,0.07899651666339319,0.8327439464846303,0.3766385648187573,0.251292317097014,1.0,0.0,449.4,REJECTED
CFMQBIS0YN,228424,335023,1020296,1.4667,4.4667,3.0455,2942,378,0.1285,0.0129,0.0088,0.0029,7742,3885,0.5018,0.0339,0.0231,0.0076,29632,15060,0.5082,0.1297,0.0884,0.029,0,0,0.4375,0.0,0.0,0.0,0,0,0.5546,0.0,0.0,0.0,23490,7899,0.3363,0.1028,0.0701,0.023,6625,906,0.1368,0.029,0.0198,0.0065,0,0,0.5062,0.0,0.0,0.0,12938,6477,0.5006,0.0566,0.0386,0.0127,53403,6619,0.1239,0.2338,0.1594,0.0523,15511,7772,0.5011,0.0679,0.0463,0.0152,152283,48996,0.3217,0.6667,0.4545,0.1493,625,0,False,True,True,True,False,True,False,0.12071916269103165,0.09103430074412676,0.6654404816334161,0.4289250333532033,0.0,1.0,0.0,515.85,REJECTED
CFSYXY6QBM,10144,118685,10144,11.7,1.0,0.0855,423,27,0.0638,0.0417,0.0036,0.0417,0,0,0.5026,0.0,0.0,0.0,2290,1184,0.517,0.2257,0.0193,0.2257,0,0,0.7383,0.0,0.0,0.0,0,0,0.5369,0.0,0.0,0.0,2427,1086,0.4475,0.2393,0.0204,0.2393,1418,152,0.1072,0.1398,0.0119,0.1398,0,0,0.5059,0.0,0.0,0.0,120,60,0.5,0.0118,0.001,0.0118,2421,596,0.2462,0.2387,0.0204,0.2387,1045,526,0.5033,0.103,0.0088,0.103,10144,3631,0.3579,1.0,0.0855,1.0,693,0,False,True,True,False,False,True,False,0.027026621704423243,0.7262042116773116,0.0753956951053675,0.02545346163671975,0.0,1.0,0.0,654.74,REJECTED
CFYAW63G3Z,110805,132966,520784,1.2,4.7,3.9167,11649,7658,0.6574,0.1051,0.0876,0.0224,5500,2769,0.5035,0.0496,0.0414,0.0106,16616,8353,0.5027,0.15,0.125,0.0319,0,0,0.9536,0.0,0.0,0.0,9978,5168,0.5179,0.0901,0.075,0.0192,5694,2945,0.5172,0.0514,0.0428,0.0109,1963,993,0.5059,0.0177,0.0148,0.0038,15787,7990,0.5061,0.1425,0.1187,0.0303,2287,1146,0.5011,0.0206,0.0172,0.0044,38592,22262,0.5769,0.3483,0.2902,0.0741,2739,1372,0.5009,0.0247,0.0206,0.0053,110805,60656,0.5474,1.0,0.8333,0.2128,586,0,False,False,True,False,False,True,False,0.1270252439665751,0.07448235773607094,0.703585113121102,0.31118680632433504,0.32847232780815133,1.0,0.0,469.18,REJECTED
CG1T7KU7YK,10604,5302,0,0.5,0.0,0.0,222,160,0.7207,0.0209,0.0419,0.2008,0,0,0.5005,0.0,0.0,0.0,6048,3082,0.5096,0.5704,1.1407,0.1372,0,0,1.3226,0.0,0.0,0.0,0,0,0.5865,0.0,0.0,0.0305,1071,600,0.5602,0.101,0.202,0.0,0,0,0.7311,0.0,0.0,0.0,0,0,0.5063,0.0,0.0,0.0,0,0,0.4858,0.0,0.0,0.0059,10332,4954,0.4795,0.9743,1.9487,0.0,0,0,0.5025,0.0,0.0,0.1078,17673,8796,0.4977,1.6666,3.3333,2.6255,660,0,False,True,False,False,False,True,False,0.0,0.03103431572336289,0.0,0.04682505890033779,0.0,0.0,0.0,775.69,APPROVED
CG2A8DOX03,307348,351254,1866039,1.1429,6.0714,5.3125,15277,4034,0.2641,0.0497,0.0435,0.0082,8372,4224,0.5045,0.0272,0.0238,0.0045,31950,16330,0.5111,0.104,0.091,0.0171,0,0,1.0845,0.0,0.0,0.0,0,0,0.5232,0.0,0.0,0.0,30988,14210,0.4586,0.1008,0.0882,0.0166,6436,275,0.0427,0.0209,0.0183,0.0034,45241,22896,0.5061,0.1472,0.1288,0.0242,12815,6999,0.5462,0.0417,0.0365,0.0069,51603,1456,0.0282,0.1679,0.1469,0.0277,16852,8464,0.5023,0.0548,0.048,0.009,219534,78888,0.3593,0.7143,0.625,0.1176,613,1,False,True,True,True,True,True,False,0.16408998964919325,0.07093540569708674,0.7634644635077924,0.6198217377728577,0.0,1.0,0.0,492.52,REJECTED
CG42P48B8O,178180,761315,1279658,4.2727,7.1818,1.6809,9717,4553,0.4686,0.0545,0.0128,0.0076,23584,11855,0.5027,0.1324,0.031,0.0184,6324,3201,0.5062,0.0355,0.0083,0.0049,0,0,0.3856,0.0,0.0,0.0,0,0,0.5641,0.0,0.0,0.0,48670,24980,0.5133,0.2732,0.0639,0.038,7542,6066,0.8043,0.0423,0.0099,0.0059,0,0,0.5061,0.0,0.0,0.0,5230,2618,0.5006,0.0294,0.0069,0.0041,48346,25765,0.5329,0.2713,0.0635,0.0378,12569,6322,0.503,0.0705,0.0165,0.0098,161982,85360,0.527,0.9091,0.2128,0.1266,598,0,False,True,True,True,False,True,True,0.19410053135615016,0.26520249270324414,0.5956270489686687,0.4564563285929206,0.0,1.0,0.0,528.09,REJECTED
CG4WDWXWMC,58383,164532,488290,2.8181,8.3636,2.9678,1166,295,0.253,0.02,0.0071,0.0024,0,0,0.5043,0.0,0.0,0.0,11085,5604,0.5055,0.1899,0.0674,0.0227,0,0,0.769,0.0,0.0,0.0,0,0,0.5729,0.0,0.0,0.0,9107,3350,0.3678,0.156,0.0554,0.0187,4158,795,0.1912,0.0712,0.0253,0.0085,0,0,0.5062,0.0,0.0,0.0,4389,2397,0.5461,0.0752,0.0267,0.009,17397,3457,0.1987,0.298,0.1057,0.0356,5773,2915,0.5049,0.0989,0.0351,0.0118,53075,18813,0.3545,0.9091,0.3226,0.1087,584,0,False,True,True,False,False,True,False,0.22603890022871084,0.17491865901362874,0.7091706781310311,0.1473161315961282,0.0,1.0,0.0,515.56,REJECTED
CG69S4ID82,111776,1017162,346506,9.1,3.1,0.3407,7112,5234,0.7359,0.0636,0.007,0.0205,14473,7278,0.5029,0.1295,0.0142,0.0418,3972,1989,0.5008,0.0355,0.0039,0.0115,0,0,0.5587,0.0,0.0,0.0,1374,727,0.5291,0.0123,0.0014,0.004,33934,19374,0.5709,0.3036,0.0334,0.0979,7951,5201,0.6541,0.0711,0.0078,0.0229,31989,16191,0.5061,0.2862,0.0314,0.0923,3223,1614,0.5008,0.0288,0.0032,0.0093,0,0,0.6262,0.0,0.0,0.0,7748,3893,0.5025,0.0693,0.0076,0.0224,111776,61501,0.5502,1.0,0.1099,0.3226,595,0,False,False,True,False,False,True,True,0.08378262400079517,0.5648247682831241,0.2425804348115397,0.3139430582758523,0.04483867963978127,1.0,0.0,601.36,REJECTED
CG6QZT0A1D,156524,421410,686297,2.6923,4.3846,1.6286,5344,3301,0.6177,0.0341,0.0127,0.0078,3108,1562,0.5026,0.0199,0.0074,0.0045,16256,10387,0.639,0.1039,0.0386,0.0237,0,0,0.7496,0.0,0.0,0.0,5834,2704,0.4635,0.0373,0.0138,0.0085,12822,6608,0.5154,0.0819,0.0304,0.0187,5197,2991,0.5755,0.0332,0.0123,0.0076,16720,8462,0.5061,0.1068,0.0397,0.0244,5167,2587,0.5007,0.033,0.0123,0.0075,43745,25184,0.5757,0.2795,0.1038,0.0637,6210,3114,0.5014,0.0397,0.0147,0.009,120403,66900,0.5556,0.7692,0.2857,0.1754,584,0,False,False,True,False,False,True,False,0.11850124834453858,0.16710754886129098,0.5607295023371413,0.3384314059439666,0.1767436271674892,1.0,0.0,512.3,REJECTED
CGAOO1FGKE,110972,796984,776807,7.1818,7.0,0.9747,4449,2723,0.612,0.0401,0.0056,0.0057,9736,4903,0.5036,0.0877,0.0122,0.0125,3491,2220,0.6359,0.0315,0.0044,0.0045,0,0,0.8741,0.0,0.0,0.0,797,504,0.6324,0.0072,0.001,0.001,23188,13464,0.5806,0.209,0.0291,0.0299,6337,3226,0.5091,0.0571,0.008,0.0082,21415,10838,0.5061,0.193,0.0269,0.0276,1979,1080,0.5457,0.0178,0.0025,0.0025,24316,14908,0.6131,0.2191,0.0305,0.0313,5176,2601,0.5025,0.0466,0.0065,0.0067,100884,56467,0.5597,0.9091,0.1266,0.1299,558,0,True,False,True,True,False,True,True,0.18918708256450192,0.4457674563397731,0.4762577500809678,0.28302534843452837,0.028817126612151092,1.0,0.0,558.14,REJECTED
CGCO7EOCZQ,39293,13098,619958,0.3333,15.7778,47.3323,779,197,0.2529,0.0198,0.0595,0.0013,10115,5068,0.501,0.2574,0.7723,0.0163,3867,1952,0.5048,0.0984,0.2952,0.0062,0,0,1.1006,0.0,0.0,0.0,0,0,0.5254,0.0,0.0,0.0,4334,1719,0.3966,0.1103,0.3309,0.007,696,444,0.6379,0.0177,0.0531,0.0011,3745,1896,0.5063,0.0953,0.2859,0.006,0,0,0.5156,0.0,0.0,0.0,18953,9463,0.4993,0.4824,1.447,0.0306,1170,588,0.5026,0.0298,0.0893,0.0019,43659,21327,0.4885,1.1111,3.3333,0.0704,519,0,False,True,True,True,False,True,False,0.42642125413256365,0.020690070360858532,0.9524347818092522,0.12058815180675013,0.0,1.0,0.0,454.77,REJECTED
CGDI5SS4I4,149701,81655,149701,0.5455,1.0,1.8333,9948,5119,0.5146,0.0665,0.1218,0.0665,0,0,0.5026,0.0,0.0,0.0,28974,14644,0.5054,0.1935,0.3548,0.1935,190,190,1.0,0.0013,0.0023,0.0013,13352,7192,0.5386,0.0892,0.1635,0.0892,9914,5116,0.516,0.0662,0.1214,0.0662,3432,576,0.1678,0.0229,0.042,0.0229,0,0,0.5059,0.0,0.0,0.0,3982,1993,0.5005,0.0266,0.0488,0.0266,61494,33034,0.5372,0.4108,0.7531,0.4108,4806,2411,0.5017,0.0321,0.0589,0.0321,136092,70275,0.5164,0.9091,1.6667,0.9091,617,0,False,False,True,False,False,True,False,0.027026621704423243,0.033855579460273434,0.40579108266593134,0.3829657384541145,0.3578725385011031,1.0,0.0,501.53,REJECTED
CGE3FIHGEM,0,33000,41250,10.8769,4.938,1.25,0,0,0.3204,0.0228,0.0,0.0,0,0,0.5014,0.0,0.0,0.0,0,0,0.5622,0.0712,0.0,0.0,0,0,0.952,0.0021,0.0,0.0,206,112,0.5437,0.0,0.0062,0.005,460,253,0.55,0.2251,0.0139,0.0112,151,112,0.7417,0.0,0.0046,0.0037,0,0,0.5061,0.0163,0.0,0.0,0,0,0.5221,0.0188,0.0,0.0,6467,4363,0.6747,0.3032,0.196,0.1568,216,108,0.5,0.0646,0.0065,0.0052,7500,4948,0.6597,1.0225,0.2273,0.1818,586,0,True,False,True,False,False,True,False,0.1060151994218732,0.1427576242542068,0.5738458385842884,0.017948281245564735,0.10018912960851387,1.0,0.0,531.67,REJECTED
CGJ1980SPD,90183,108220,613244,1.2,6.8,5.6666,9196,4759,0.5175,0.102,0.085,0.015,4344,2185,0.503,0.0482,0.0401,0.0071,13342,6801,0.5097,0.1479,0.1233,0.0218,0,0,0.719,0.0,0.0,0.0,7242,4055,0.5599,0.0803,0.0669,0.0118,4504,2331,0.5175,0.0499,0.0416,0.0073,1546,536,0.3467,0.0171,0.0143,0.0025,12490,6321,0.5061,0.1385,0.1154,0.0204,1810,906,0.5006,0.0201,0.0167,0.003,33537,17936,0.5348,0.3719,0.3099,0.0547,2172,1092,0.5028,0.0241,0.0201,0.0035,90183,46922,0.5203,1.0,0.8333,0.1471,560,0,False,False,True,True,False,True,False,0.18378090771550434,0.07448263303687684,0.780429831424511,0.25264980555792105,0.29291963808898336,1.0,0.0,461.43,REJECTED
CGM6V245ZD,8086,2021,0,0.2499,0.0,0.0,31,8,0.2581,0.0038,0.0153,0.0,362,182,0.5028,0.0448,0.1791,0.0556,4715,2408,0.5107,0.5831,2.333,0.339,0,0,0.6937,0.0,0.0,0.0007,0,0,0.4747,0.0,0.0,0.0,708,343,0.4845,0.0876,0.3503,0.285,0,0,0.2983,0.0,0.0,0.4002,0,0,0.506,0.0,0.0,0.0,0,0,0.5221,0.0,0.0,0.0167,4291,160,0.0373,0.5307,2.1232,0.1014,0,0,0.4998,0.0,0.0,0.0,10107,3101,0.3068,1.2499,5.001,2.3509,701,0,False,True,False,False,False,True,False,0.0,0.015513319831045364,0.0,0.025348434528371513,0.0,0.0,0.0,775.1,APPROVED
CGMCLS6F40,124468,382296,204484,3.0714,1.6429,0.5349,5438,1863,0.3426,0.0437,0.0142,0.0266,0,0,0.5023,0.0,0.0,0.0,9967,5131,0.5148,0.0801,0.0261,0.0487,0,0,0.6847,0.0,0.0,0.0,0,0,0.4278,0.0,0.0,0.0,10960,5626,0.5133,0.0881,0.0287,0.0536,5519,2491,0.4513,0.0443,0.0144,0.027,14252,7213,0.5061,0.1145,0.0373,0.0697,3304,1838,0.5563,0.0265,0.0086,0.0162,34193,18076,0.5286,0.2747,0.0894,0.1672,5273,2659,0.5043,0.0424,0.0138,0.0258,88906,44897,0.505,0.7143,0.2326,0.4348,653,0,False,True,True,False,False,True,False,0.04440106463193176,0.19064008040265354,0.29696551192091275,0.24902495103465896,0.0,1.0,0.0,577.03,REJECTED
CGNMILAWXX,134940,202410,418314,1.5,3.1,2.0667,11578,6933,0.5988,0.0858,0.0572,0.0277,6368,3205,0.5033,0.0472,0.0315,0.0152,28051,18325,0.6533,0.2079,0.1386,0.0671,0,0,0.8186,0.0,0.0,0.0,11236,6335,0.5638,0.0833,0.0555,0.0269,6605,3415,0.517,0.0489,0.0326,0.0158,1907,1536,0.8055,0.0141,0.0094,0.0046,18261,9242,0.5061,0.1353,0.0902,0.0437,2645,1325,0.5009,0.0196,0.0131,0.0063,45106,22166,0.4914,0.3343,0.2228,0.1078,3183,1598,0.502,0.0236,0.0157,0.0076,134940,74080,0.549,1.0,0.6667,0.3226,574,0,False,False,True,False,False,True,False,0.08378252728371205,0.09310294717008867,0.5717963891607731,0.3796957052428397,0.303728588186244,1.0,0.0,490.37,REJECTED
CGNXI4WMMU,13100,8734,187772,0.6667,14.3337,21.499,514,113,0.2198,0.0392,0.0589,0.0027,5211,2617,0.5022,0.3978,0.5966,0.0278,2645,1684,0.6367,0.2019,0.3028,0.0141,0,0,1.0509,0.0,0.0,0.0,864,414,0.4792,0.066,0.0989,0.0046,2440,1085,0.4447,0.1863,0.2794,0.013,358,287,0.8017,0.0273,0.041,0.0019,1928,976,0.5062,0.1472,0.2207,0.0103,0,0,0.4907,0.0,0.0,0.0,0,0,0.2849,0.0,0.0,0.0,596,299,0.5017,0.0455,0.0682,0.0032,14556,7475,0.5135,1.1111,1.6666,0.0775,453,1,True,False,True,False,False,True,False,0.387392580968165,0.04138224634013,0.9253262093869843,0.0379772346646229,0.21651417887368032,1.0,0.0,437.32,REJECTED
CGOMJ6EM53,4739,1896,0,0.4001,0.0,0.0,109,55,0.5046,0.023,0.0575,0.0,0,0,0.5028,0.0,0.0,0.0537,3547,1818,0.5125,0.7485,1.8708,0.3317,0,0,0.4242,0.0,0.0,0.0,0,0,0.5444,0.0,0.0,0.0286,561,295,0.5258,0.1184,0.2959,0.0086,0,0,0.0957,0.0,0.0,0.114,0,0,0.506,0.0,0.0,0.4105,0,0,0.4636,0.0,0.0,0.0156,5261,2801,0.5324,1.1101,2.7748,0.7576,0,0,0.5032,0.0,0.0,0.0,9478,4969,0.5243,2.0,4.9989,1.253,597,0,False,True,False,False,False,True,False,0.0,0.02483269154315089,0.0,0.023562973686451504,0.0,0.0,0.0,775.95,APPROVED
CGPEJO0N4Z,49580,39664,307396,0.8,6.2,7.75,3643,481,0.132,0.0735,0.0918,0.0119,3221,1616,0.5017,0.065,0.0812,0.0105,9788,4993,0.5101,0.1974,0.2468,0.0318,227,125,0.5507,0.0046,0.0057,0.0007,5259,2479,0.4714,0.1061,0.1326,0.0171,3083,1480,0.4801,0.0622,0.0777,0.01,653,274,0.4196,0.0132,0.0165,0.0021,9264,4689,0.5062,0.1868,0.2336,0.0301,1232,560,0.4545,0.0248,0.0311,0.004,11600,1711,0.1475,0.234,0.2925,0.0377,1610,810,0.5031,0.0325,0.0406,0.0052,49580,19218,0.3876,1.0,1.25,0.1613,583,0,False,False,True,False,False,True,False,0.1675650545674241,0.04965490515738063,0.8005149448250823,0.13739532771296376,0.38691119428283094,1.0,0.0,450.35,REJECTED
CGROG8D9CM,265098,1082484,2452156,4.0833,9.25,2.2653,14098,957,0.0679,0.0532,0.013,0.0057,9993,5034,0.5038,0.0377,0.0092,0.0041,37976,19380,0.5103,0.1433,0.0351,0.0155,0,0,0.7906,0.0,0.0,0.0,0,0,0.5144,0.0,0.0,0.0,33165,13199,0.398,0.1251,0.0306,0.0135,7601,462,0.0608,0.0287,0.007,0.0031,0,0,0.5059,0.0,0.0,0.0,16584,8302,0.5006,0.0626,0.0153,0.0068,81529,8800,0.1079,0.3075,0.0753,0.0332,19969,10069,0.5042,0.0753,0.0184,0.0081,220915,66203,0.2997,0.8333,0.2041,0.0901,622,0,False,True,True,True,False,True,False,0.2499961997911402,0.25344702880812947,0.6665952044817537,0.6237418036276932,0.0,1.0,0.0,507.54,REJECTED
CGWPML55V1,284875,932317,1502067,3.2727,5.2727,1.6111,23826,18773,0.7879,0.0836,0.0256,0.0159,7434,3752,0.5047,0.0261,0.008,0.0049,28239,14386,0.5094,0.0991,0.0303,0.0188,0,0,1.0414,0.0,0.0,0.0,15966,8318,0.521,0.056,0.0171,0.0106,36060,21299,0.5907,0.1266,0.0387,0.024,18596,13271,0.7136,0.0653,0.0199,0.0124,0,0,0.506,0.0,0.0,0.0,12347,6181,0.5006,0.0433,0.0132,0.0082,101599,66348,0.653,0.3566,0.109,0.0676,14910,7467,0.5008,0.0523,0.016,0.0099,258977,159795,0.617,0.9091,0.2778,0.1724,648,0,False,False,True,False,False,True,False,0.14250389322930374,0.20313344542173598,0.5705667665362568,0.7317834738425729,0.22487934931455084,1.0,0.0,491.61,REJECTED
CGXSA76P1Q,161166,483498,389484,3.0,2.4167,0.8056,4838,591,0.1222,0.03,0.01,0.0124,0,0,0.5002,0.0,0.0,0.0,25003,12582,0.5032,0.1551,0.0517,0.0642,0,0,0.7452,0.0,0.0,0.0,13690,7090,0.5179,0.0849,0.0283,0.0351,23975,10951,0.4568,0.1488,0.0496,0.0616,8959,1330,0.1485,0.0556,0.0185,0.023,34987,17706,0.5061,0.2171,0.0724,0.0898,9912,5413,0.5461,0.0615,0.0205,0.0254,0,0,0.2368,0.0,0.0,0.0,12941,6499,0.5022,0.0803,0.0268,0.0332,134305,62162,0.4628,0.8333,0.2778,0.3448,628,0,False,False,True,False,True,True,False,0.06531425193853284,0.18620589434017734,0.3890224519810447,0.3778932129779443,0.37181415010516783,1.0,0.0,509.9,REJECTED
CGXVYC3LBR,158440,464759,1499903,2.9333,9.4667,3.2273,7507,2447,0.326,0.0474,0.0162,0.005,0,0,0.505,0.0,0.0,0.0,14053,7109,0.5059,0.0887,0.0302,0.0094,0,0,0.9238,0.0,0.0,0.0,7198,3945,0.5481,0.0454,0.0155,0.0048,15278,7882,0.5159,0.0964,0.0329,0.0102,4484,1802,0.4019,0.0283,0.0096,0.003,0,0,0.5063,0.0,0.0,0.0,6150,3079,0.5007,0.0388,0.0132,0.0041,43541,25380,0.5829,0.2748,0.0937,0.029,7416,3730,0.503,0.0468,0.016,0.0049,105627,55374,0.5242,0.6667,0.2273,0.0704,557,1,False,False,True,True,False,True,False,0.25585275797986323,0.18206863849121957,0.7297263959499647,0.2964886882965738,0.24857162063114474,1.0,0.0,471.7,REJECTED
CGZ4LFGPMX,284518,812908,1930656,2.8571,6.7857,2.375,22965,10371,0.4516,0.0807,0.0283,0.0119,9324,4673,0.5012,0.0328,0.0115,0.0048,35232,18029,0.5117,0.1238,0.0433,0.0182,0,0,0.7938,0.0,0.0,0.0,0,0,0.4459,0.0,0.0,0.0,38712,19976,0.516,0.1361,0.0476,0.0201,13364,6673,0.4993,0.047,0.0164,0.0069,50555,25586,0.5061,0.1777,0.0622,0.0262,14320,7821,0.5462,0.0503,0.0176,0.0074,0,0,0.1897,0.0,0.0,0.0,18755,9430,0.5028,0.0659,0.0231,0.0097,203227,102559,0.5047,0.7143,0.25,0.1053,573,0,False,True,True,False,True,True,False,0.18339475658262383,0.17733882233143405,0.6585746490379119,0.5735331686962446,0.0,1.0,0.0,511.52,REJECTED
